date,open,high,low,close,Volume
05.11.2018 11:00:00.000,1.13835,1.13852,1.13650,1.13720,12894.5996
05.11.2018 12:00:00.000,1.13720,1.13742,1.13530,1.13677,13304.1104
05.11.2018 13:00:00.000,1.13677,1.13796,1.13649,1.13782,12787.2197
05.11.2018 14:00:00.000,1.13782,1.13999,1.13776,1.13982,14723.8896
05.11.2018 15:00:00.000,1.13985,1.14060,1.13939,1.13991,16421.3301
05.11.2018 16:00:00.000,1.13990,1.14056,1.13924,1.13925,12184.1904
05.11.2018 17:00:00.000,1.13927,1.13993,1.13903,1.13950,8884.54
05.11.2018 18:00:00.000,1.13950,1.14239,1.13946,1.14217,10958.7402
05.11.2018 19:00:00.000,1.14217,1.14235,1.14128,1.14183,9719.71
05.11.2018 20:00:00.000,1.14183,1.14187,1.14078,1.14078,6960.96
05.11.2018 21:00:00.000,1.14077,1.14107,1.14064,1.14066,3517.8101
05.11.2018 22:00:00.000,1.14065,1.14127,1.14064,1.14080,4543.3799
05.11.2018 23:00:00.000,1.14080,1.14113,1.14062,1.14083,3857.02
06.11.2018 00:00:00.000,1.14083,1.14141,1.14075,1.14113,5246.6802
06.11.2018 01:00:00.000,1.14113,1.14138,1.14053,1.14069,5764.4902
06.11.2018 02:00:00.000,1.14068,1.14104,1.14050,1.14087,4859.6499
06.11.2018 03:00:00.000,1.14088,1.14102,1.14050,1.14059,4419.1099
06.11.2018 04:00:00.000,1.14059,1.14059,1.13990,1.13998,4981.2002
06.11.2018 05:00:00.000,1.13998,1.14058,1.13997,1.14053,4574.3599
06.11.2018 06:00:00.000,1.14053,1.14142,1.14021,1.14128,6961.6001
06.11.2018 07:00:00.000,1.14123,1.14196,1.14032,1.14136,12126.6904
06.11.2018 08:00:00.000,1.14135,1.14246,1.14076,1.14215,12040.79
06.11.2018 09:00:00.000,1.14215,1.14255,1.14040,1.14059,12603.6104
06.11.2018 10:00:00.000,1.14058,1.14077,1.13913,1.14020,12912.46
06.11.2018 11:00:00.000,1.14022,1.14074,1.13933,1.14070,14159.6299
06.11.2018 12:00:00.000,1.14071,1.14228,1.14051,1.14181,14504.6299
06.11.2018 13:00:00.000,1.14180,1.14378,1.14180,1.14275,15286.9199
06.11.2018 14:00:00.000,1.14273,1.14296,1.14130,1.14171,14147.0703
06.11.2018 15:00:00.000,1.14170,1.14198,1.14105,1.14166,15826.0703
06.11.2018 16:00:00.000,1.14168,1.14191,1.14064,1.14109,13111.6602
06.11.2018 17:00:00.000,1.14109,1.14243,1.14101,1.14115,11119.6299
06.11.2018 18:00:00.000,1.14115,1.14141,1.14060,1.14114,9973.4297
06.11.2018 19:00:00.000,1.14114,1.14171,1.14113,1.14124,9814.5898
06.11.2018 20:00:00.000,1.14123,1.14187,1.14108,1.14176,9311.3701
06.11.2018 21:00:00.000,1.14177,1.14277,1.14151,1.14261,3844.74
06.11.2018 22:00:00.000,1.14259,1.14268,1.14138,1.14189,4122.3999
06.11.2018 23:00:00.000,1.14188,1.14417,1.14183,1.14410,5733.1401
07.11.2018 00:00:00.000,1.14410,1.14696,1.14312,1.14659,12342.4199
07.11.2018 01:00:00.000,1.14659,1.14727,1.13981,1.14198,17558.1895
07.11.2018 02:00:00.000,1.14199,1.14417,1.13947,1.14391,15679.1504
07.11.2018 03:00:00.000,1.14393,1.14658,1.14342,1.14653,12542.0303
07.11.2018 04:00:00.000,1.14653,1.14705,1.14561,1.14572,9293.2803
07.11.2018 05:00:00.000,1.14571,1.14616,1.14463,1.14517,7914.8701
07.11.2018 06:00:00.000,1.14517,1.14558,1.14309,1.14354,9189.25
07.11.2018 07:00:00.000,1.14352,1.14673,1.14342,1.14532,14674.0596
07.11.2018 08:00:00.000,1.14531,1.14752,1.14513,1.14729,14368.3701
07.11.2018 09:00:00.000,1.14729,1.14938,1.14710,1.14912,15739.0801
07.11.2018 10:00:00.000,1.14912,1.14994,1.14850,1.14915,14715.6201
07.11.2018 11:00:00.000,1.14914,1.14995,1.14875,1.14900,13912.0898
07.11.2018 12:00:00.000,1.14901,1.14916,1.14742,1.14893,13503.5898
07.11.2018 13:00:00.000,1.14895,1.14913,1.14791,1.14792,15207.04
07.11.2018 14:00:00.000,1.14792,1.14836,1.14620,1.14779,17279.8809
07.11.2018 15:00:00.000,1.14780,1.14864,1.14659,1.14702,16998.3301
07.11.2018 16:00:00.000,1.14702,1.14757,1.14560,1.14584,14105.5498
07.11.2018 17:00:00.000,1.14585,1.14676,1.14565,1.14639,10001.6699
07.11.2018 18:00:00.000,1.14640,1.14675,1.14431,1.14497,12191.5498
07.11.2018 19:00:00.000,1.14497,1.14550,1.14435,1.14546,13051.8203
07.11.2018 20:00:00.000,1.14549,1.14578,1.14354,1.14391,12391.7998
07.11.2018 21:00:00.000,1.14389,1.14429,1.14249,1.14251,5510.3398
07.11.2018 22:00:00.000,1.14253,1.14339,1.14251,1.14300,5588.1001
07.11.2018 23:00:00.000,1.14301,1.14342,1.14245,1.14325,5700.4702
08.11.2018 00:00:00.000,1.14325,1.14365,1.14281,1.14327,6462.8701
08.11.2018 01:00:00.000,1.14327,1.14347,1.14302,1.14327,7250.5601
08.11.2018 02:00:00.000,1.14327,1.14338,1.14247,1.14267,7384.5801
08.11.2018 03:00:00.000,1.14267,1.14304,1.14257,1.14289,6933.1699
08.11.2018 04:00:00.000,1.14289,1.14298,1.14224,1.14248,6351.71
08.11.2018 05:00:00.000,1.14248,1.14339,1.14243,1.14338,6152.3198
08.11.2018 06:00:00.000,1.14338,1.14351,1.14294,1.14340,7819.1899
08.11.2018 07:00:00.000,1.14340,1.14366,1.14119,1.14352,13756.7002
08.11.2018 08:00:00.000,1.14352,1.14446,1.14261,1.14298,13053.4697
08.11.2018 09:00:00.000,1.14298,1.14322,1.14143,1.14229,12781.3799
08.11.2018 10:00:00.000,1.14230,1.14282,1.14119,1.14199,14723.5303
08.11.2018 11:00:00.000,1.14199,1.14223,1.14041,1.14110,12648.0898
08.11.2018 12:00:00.000,1.14109,1.14263,1.14090,1.14185,14175.79
08.11.2018 13:00:00.000,1.14184,1.14317,1.14183,1.14265,14196.5303
08.11.2018 14:00:00.000,1.14264,1.14413,1.14240,1.14345,15441.9902
08.11.2018 15:00:00.000,1.14345,1.14465,1.14255,1.14256,17168.5508
08.11.2018 16:00:00.000,1.14257,1.14272,1.14108,1.14158,15362.79
08.11.2018 17:00:00.000,1.14157,1.14169,1.13887,1.13925,12599.2803
08.11.2018 18:00:00.000,1.13924,1.14014,1.13896,1.13988,10225.4805
08.11.2018 19:00:00.000,1.13988,1.14102,1.13561,1.13563,17506.4199
08.11.2018 20:00:00.000,1.13562,1.13647,1.13515,1.13602,9654.4902
08.11.2018 21:00:00.000,1.13601,1.13666,1.13588,1.13629,4649.1099
08.11.2018 22:00:00.000,1.13629,1.13662,1.13626,1.13640,2861.8201
08.11.2018 23:00:00.000,1.13640,1.13688,1.13635,1.13679,4657.5498
09.11.2018 00:00:00.000,1.13678,1.13689,1.13636,1.13660,7213.5098
09.11.2018 01:00:00.000,1.13661,1.13677,1.13576,1.13589,7522.6899
09.11.2018 02:00:00.000,1.13588,1.13606,1.13520,1.13535,7331.0098
09.11.2018 03:00:00.000,1.13540,1.13562,1.13408,1.13463,6907.1299
09.11.2018 04:00:00.000,1.13463,1.13488,1.13410,1.13476,6926.25
09.11.2018 05:00:00.000,1.13475,1.13515,1.13444,1.13491,7410.25
09.11.2018 06:00:00.000,1.13491,1.13506,1.13420,1.13455,10289.4805
09.11.2018 07:00:00.000,1.13455,1.13492,1.13350,1.13367,14154.4902
09.11.2018 08:00:00.000,1.13369,1.13470,1.13302,1.13308,14813.1699
09.11.2018 09:00:00.000,1.13307,1.13437,1.13299,1.13376,14668.3398
09.11.2018 10:00:00.000,1.13373,1.13482,1.13272,1.13449,13545.4199
09.11.2018 11:00:00.000,1.13450,1.13564,1.13411,1.13541,11328.5098
09.11.2018 12:00:00.000,1.13541,1.13545,1.13415,1.13496,10114.8701
09.11.2018 13:00:00.000,1.13495,1.13530,1.13304,1.13512,14426.4404
09.11.2018 14:00:00.000,1.13512,1.13597,1.13410,1.13412,15354.4102
09.11.2018 15:00:00.000,1.13412,1.13563,1.13399,1.13525,16658.2793
09.11.2018 16:00:00.000,1.13524,1.13581,1.13235,1.13248,17140.0801
09.11.2018 17:00:00.000,1.13249,1.13380,1.13161,1.13322,13394.9199
09.11.2018 18:00:00.000,1.13321,1.13390,1.13270,1.13310,9434.4297
09.11.2018 19:00:00.000,1.13310,1.13394,1.13301,1.13356,8834.9199
09.11.2018 20:00:00.000,1.13356,1.13381,1.13300,1.13375,8630.0498
09.11.2018 21:00:00.000,1.13375,1.13398,1.13329,1.13342,4381.98
09.11.2018 22:00:00.000,1.13342,1.13342,1.13342,1.13342,0
09.11.2018 23:00:00.000,1.13342,1.13342,1.13342,1.13342,0
10.11.2018 00:00:00.000,1.13342,1.13342,1.13342,1.13342,0
10.11.2018 01:00:00.000,1.13342,1.13342,1.13342,1.13342,0
10.11.2018 02:00:00.000,1.13342,1.13342,1.13342,1.13342,0
10.11.2018 03:00:00.000,1.13342,1.13342,1.13342,1.13342,0
10.11.2018 04:00:00.000,1.13342,1.13342,1.13342,1.13342,0
10.11.2018 05:00:00.000,1.13342,1.13342,1.13342,1.13342,0
10.11.2018 06:00:00.000,1.13342,1.13342,1.13342,1.13342,0
10.11.2018 07:00:00.000,1.13342,1.13342,1.13342,1.13342,0
10.11.2018 08:00:00.000,1.13342,1.13342,1.13342,1.13342,0
10.11.2018 09:00:00.000,1.13342,1.13342,1.13342,1.13342,0
10.11.2018 10:00:00.000,1.13342,1.13342,1.13342,1.13342,0
10.11.2018 11:00:00.000,1.13342,1.13342,1.13342,1.13342,0
10.11.2018 12:00:00.000,1.13342,1.13342,1.13342,1.13342,0
10.11.2018 13:00:00.000,1.13342,1.13342,1.13342,1.13342,0
10.11.2018 14:00:00.000,1.13342,1.13342,1.13342,1.13342,0
10.11.2018 15:00:00.000,1.13342,1.13342,1.13342,1.13342,0
10.11.2018 16:00:00.000,1.13342,1.13342,1.13342,1.13342,0
10.11.2018 17:00:00.000,1.13342,1.13342,1.13342,1.13342,0
10.11.2018 18:00:00.000,1.13342,1.13342,1.13342,1.13342,0
10.11.2018 19:00:00.000,1.13342,1.13342,1.13342,1.13342,0
10.11.2018 20:00:00.000,1.13342,1.13342,1.13342,1.13342,0
10.11.2018 21:00:00.000,1.13342,1.13342,1.13342,1.13342,0
10.11.2018 22:00:00.000,1.13342,1.13342,1.13342,1.13342,0
10.11.2018 23:00:00.000,1.13342,1.13342,1.13342,1.13342,0
11.11.2018 00:00:00.000,1.13342,1.13342,1.13342,1.13342,0
11.11.2018 01:00:00.000,1.13342,1.13342,1.13342,1.13342,0
11.11.2018 02:00:00.000,1.13342,1.13342,1.13342,1.13342,0
11.11.2018 03:00:00.000,1.13342,1.13342,1.13342,1.13342,0
11.11.2018 04:00:00.000,1.13342,1.13342,1.13342,1.13342,0
11.11.2018 05:00:00.000,1.13342,1.13342,1.13342,1.13342,0
11.11.2018 06:00:00.000,1.13342,1.13342,1.13342,1.13342,0
11.11.2018 07:00:00.000,1.13342,1.13342,1.13342,1.13342,0
11.11.2018 08:00:00.000,1.13342,1.13342,1.13342,1.13342,0
11.11.2018 09:00:00.000,1.13342,1.13342,1.13342,1.13342,0
11.11.2018 10:00:00.000,1.13342,1.13342,1.13342,1.13342,0
11.11.2018 11:00:00.000,1.13342,1.13342,1.13342,1.13342,0
11.11.2018 12:00:00.000,1.13342,1.13342,1.13342,1.13342,0
11.11.2018 13:00:00.000,1.13342,1.13342,1.13342,1.13342,0
11.11.2018 14:00:00.000,1.13342,1.13342,1.13342,1.13342,0
11.11.2018 15:00:00.000,1.13342,1.13342,1.13342,1.13342,0
11.11.2018 16:00:00.000,1.13342,1.13342,1.13342,1.13342,0
11.11.2018 17:00:00.000,1.13342,1.13342,1.13342,1.13342,0
11.11.2018 18:00:00.000,1.13342,1.13342,1.13342,1.13342,0
11.11.2018 19:00:00.000,1.13342,1.13342,1.13342,1.13342,0
11.11.2018 20:00:00.000,1.13342,1.13342,1.13342,1.13342,0
11.11.2018 21:00:00.000,1.13342,1.13342,1.13342,1.13342,0
11.11.2018 22:00:00.000,1.13182,1.13285,1.13137,1.13165,5186.9502
11.11.2018 23:00:00.000,1.13171,1.13246,1.13170,1.13237,6603.25
12.11.2018 00:00:00.000,1.13239,1.13260,1.13196,1.13259,6946.6899
12.11.2018 01:00:00.000,1.13258,1.13279,1.13225,1.13247,8740.7695
12.11.2018 02:00:00.000,1.13247,1.13299,1.13246,1.13295,6046.6099
12.11.2018 03:00:00.000,1.13295,1.13305,1.13247,1.13256,5033.1802
12.11.2018 04:00:00.000,1.13256,1.13258,1.13195,1.13228,5074.3701
12.11.2018 05:00:00.000,1.13228,1.13230,1.13077,1.13097,8459.1602
12.11.2018 06:00:00.000,1.13097,1.13117,1.12684,1.12723,11193.8301
12.11.2018 07:00:00.000,1.12726,1.12818,1.12584,1.12597,14260.46
12.11.2018 08:00:00.000,1.12594,1.12619,1.12400,1.12609,17003.6699
12.11.2018 09:00:00.000,1.12610,1.12648,1.12544,1.12566,12683.2803
12.11.2018 10:00:00.000,1.12565,1.12689,1.12514,1.12606,12576.1104
12.11.2018 11:00:00.000,1.12606,1.12619,1.12472,1.12619,11118.3896
12.11.2018 12:00:00.000,1.12618,1.12738,1.12608,1.12726,9778.2998
12.11.2018 13:00:00.000,1.12728,1.12783,1.12627,1.12722,15703.8701
12.11.2018 14:00:00.000,1.12722,1.12727,1.12603,1.12646,12354.1699
12.11.2018 15:00:00.000,1.12645,1.12726,1.12494,1.12501,14351.5
12.11.2018 16:00:00.000,1.12503,1.12554,1.12419,1.12546,13239.1699
12.11.2018 17:00:00.000,1.12546,1.12564,1.12424,1.12447,9617.5498
12.11.2018 18:00:00.000,1.12445,1.12457,1.12358,1.12411,10997.4502
12.11.2018 19:00:00.000,1.12412,1.12448,1.12380,1.12399,7886.6499
12.11.2018 20:00:00.000,1.12400,1.12427,1.12335,1.12335,8637.5
12.11.2018 21:00:00.000,1.12336,1.12357,1.12156,1.12177,6126.02
12.11.2018 22:00:00.000,1.12174,1.12247,1.12164,1.12198,3699.26
12.11.2018 23:00:00.000,1.12200,1.12256,1.12196,1.12235,4606.6602
13.11.2018 00:00:00.000,1.12235,1.12287,1.12219,1.12277,8234.6504
13.11.2018 01:00:00.000,1.12277,1.12368,1.12272,1.12358,7203.27
13.11.2018 02:00:00.000,1.12356,1.12377,1.12288,1.12341,6252.8901
13.11.2018 03:00:00.000,1.12341,1.12499,1.12323,1.12451,61172.4883
13.11.2018 04:00:00.000,1.12452,1.12516,1.12412,1.12461,8700.5996
13.11.2018 05:00:00.000,1.12462,1.12488,1.12388,1.12397,6116.6699
13.11.2018 06:00:00.000,1.12397,1.12521,1.12365,1.12516,7229.8398
13.11.2018 07:00:00.000,1.12516,1.12573,1.12339,1.12377,15087.7402
13.11.2018 08:00:00.000,1.12378,1.12504,1.12250,1.12354,17079.4609
13.11.2018 09:00:00.000,1.12355,1.12392,1.12277,1.12346,14692.5098
13.11.2018 10:00:00.000,1.12348,1.12438,1.12218,1.12412,15633.1396
13.11.2018 11:00:00.000,1.12412,1.12543,1.12366,1.12533,16107.5898
13.11.2018 12:00:00.000,1.12534,1.12708,1.12472,1.12596,17703.8906
13.11.2018 13:00:00.000,1.12594,1.12712,1.12577,1.12676,17947.2793
13.11.2018 14:00:00.000,1.12676,1.12792,1.12644,1.12649,18149.9102
13.11.2018 15:00:00.000,1.12647,1.12836,1.12636,1.12802,19160.6602
13.11.2018 16:00:00.000,1.12803,1.12936,1.12713,1.12871,18774.7598
13.11.2018 17:00:00.000,1.12870,1.12879,1.12725,1.12787,14631.3799
13.11.2018 18:00:00.000,1.12790,1.12812,1.12557,1.12572,12994.46
13.11.2018 19:00:00.000,1.12572,1.12698,1.12525,1.12681,9827.5
13.11.2018 20:00:00.000,1.12683,1.12862,1.12672,1.12849,11595.5801
13.11.2018 21:00:00.000,1.12849,1.12920,1.12821,1.12899,5246.6699
13.11.2018 22:00:00.000,1.12889,1.12995,1.12855,1.12988,3873.6499
13.11.2018 23:00:00.000,1.12990,1.13212,1.12985,1.13109,9726.3301
14.11.2018 00:00:00.000,1.13111,1.13191,1.13036,1.13041,10053.7803
14.11.2018 01:00:00.000,1.13041,1.13081,1.13032,1.13072,8296.3301
14.11.2018 02:00:00.000,1.13071,1.13087,1.12972,1.12995,10232.6396
14.11.2018 03:00:00.000,1.12996,1.13059,1.12975,1.13001,8034.7002
14.11.2018 04:00:00.000,1.13005,1.13006,1.12858,1.12872,7302.3701
14.11.2018 05:00:00.000,1.12872,1.12937,1.12869,1.12902,9248.4404
14.11.2018 06:00:00.000,1.12902,1.13013,1.12856,1.12966,9127.1602
14.11.2018 07:00:00.000,1.12966,1.12986,1.12761,1.12931,17375.6797
14.11.2018 08:00:00.000,1.12928,1.12932,1.12780,1.12826,15021.2695
14.11.2018 09:00:00.000,1.12825,1.12878,1.12671,1.12699,12448.6904
14.11.2018 10:00:00.000,1.12698,1.12727,1.12645,1.12697,14459.1299
14.11.2018 11:00:00.000,1.12697,1.12736,1.12632,1.12726,12784.25
14.11.2018 12:00:00.000,1.12726,1.12885,1.12711,1.12833,13325.1602
14.11.2018 13:00:00.000,1.12832,1.13112,1.12827,1.12845,15363.3701
14.11.2018 14:00:00.000,1.12845,1.13475,1.12845,1.13337,18252.9492
14.11.2018 15:00:00.000,1.13337,1.13401,1.13065,1.13080,17758.7891
14.11.2018 16:00:00.000,1.13082,1.13189,1.13055,1.13125,13965.9805
14.11.2018 17:00:00.000,1.13124,1.13186,1.12831,1.12933,15876.54
14.11.2018 18:00:00.000,1.12933,1.13117,1.12759,1.13089,17413.1309
14.11.2018 19:00:00.000,1.13089,1.13408,1.13011,1.13398,19179.8301
14.11.2018 20:00:00.000,1.13398,1.13445,1.13224,1.13224,12494.6797
14.11.2018 21:00:00.000,1.13224,1.13228,1.13058,1.13081,5505.71
14.11.2018 22:00:00.000,1.13069,1.13161,1.13053,1.13133,3021.9299
14.11.2018 23:00:00.000,1.13133,1.13198,1.13105,1.13121,4980.54
15.11.2018 00:00:00.000,1.13121,1.13203,1.13114,1.13185,9275.6299
15.11.2018 01:00:00.000,1.13185,1.13238,1.13130,1.13151,8406.8496
15.11.2018 02:00:00.000,1.13151,1.13317,1.13151,1.13271,7774.98
15.11.2018 03:00:00.000,1.13271,1.13340,1.13231,1.13299,6632.79
15.11.2018 04:00:00.000,1.13299,1.13418,1.13271,1.13377,6596.1802
15.11.2018 05:00:00.000,1.13378,1.13382,1.13286,1.13327,6716.6299
15.11.2018 06:00:00.000,1.13325,1.13469,1.13317,1.13427,8464.5703
15.11.2018 07:00:00.000,1.13429,1.13464,1.13281,1.13357,15532.6904
15.11.2018 08:00:00.000,1.13360,1.13516,1.13072,1.13207,18630.3594
15.11.2018 09:00:00.000,1.13203,1.13262,1.12852,1.12854,20436.3105
15.11.2018 10:00:00.000,1.12853,1.13018,1.12705,1.13000,17177.4902
15.11.2018 11:00:00.000,1.12996,1.13183,1.12974,1.13126,15915.96
15.11.2018 12:00:00.000,1.13126,1.13156,1.13006,1.13076,14857.0498
15.11.2018 13:00:00.000,1.13076,1.13096,1.12874,1.12903,17604.7207
15.11.2018 14:00:00.000,1.12906,1.13149,1.12883,1.13000,17142.5508
